name,braid
12a_31,"[-1,2,-1,2,-3,4,5,2,2,-3,-4,5,4]"
12a_32,"[-1,2,-1,2,3,4,-5,-5,4,3,-4,-5,-2,-2,-3]"
12a_33,"[-1,2,-1,2,3,3,3,-4,-4,3,-2,-2,-3,-4]"
12a_34,"[-1,2,-1,2,3,3,3,3,3,3,2,2,-3]"
12a_35,"[-1,2,-1,2,3,3,3,4,-3,4,3,2,2,-3]"
12a_36,"[-1,2,-1,2,3,4,4,3,3,3,4,2,2,-3]"
12a_37,"[-1,2,-1,2,3,4,-3,4,4,4,3,2,2,-3]"
12a_38,"[-1,2,-1,2,3,4,5,-3,-4,5,4,3,2,2,-3]"
12a_39,"[1,-2,-2,3,-4,1,1,-2,-2,3,-2,-4]"
12a_40,"[1,-2,-2,-3,4,1,4,1,-3,2,2,3,4,-2]"
12a_41,"[-1,-1,-1,-2,-2,1,-2,3,-2,-2,-1,3,3]"
12a_42,"[-1,2,-1,-2,-3,-3,4,4,-3,-3,4,-2,-2,3]"
12a_43,"[-1,2,2,3,1,3,4,1,2,2,-3,2,4,4]"
12a_44,"[1,2,2,-3,1,-3,4,-2,4,5,1,3,5,-4,5]"
12a_45,"[1,2,2,3,-4,1,-4,1,-2,-3,-3,-4,-4,-4]"
12a_46,"[-1,2,-1,-2,-3,-3,-4,5,-2,5,-2,3,4,4,5]"
12a_47,"[1,-2,3,1,3,4,-2,4,5,3,5,-4,5]"
12a_48,"[1,-2,-2,3,-4,1,1,-2,3,-2,3,-4]"
12a_49,"[1,-2,-2,-3,-4,1,-4,1,-3,-2,-2,3,-4,3,-2,4]"
12a_50,"[1,2,2,3,-4,1,-4,1,-2,-4,-4,-3,-3,-4]"
12a_51,"[-1,-2,-3,-3,4,-2,4,5,3,5,-2,-1,-4,5,2]"
12a_52,"[1,2,2,3,1,3,1,1,1,1,-2,3,1]"
12a_53,"[1,2,2,3,1,3,1,3,4,-3,-2,4,3,3]"
12a_54,"[-1,2,-3,-4,-1,2,-3,-1,4,-3,5,4,4,5,5]"
12a_55,"[1,2,2,3,4,1,4,1,4,-3,-2,4,3,3]"
12a_56,"[1,-2,1,2,3,4,4,5,3,-4,2,5,2,-3,5]"
12a_57,"[1,-2,-3,1,-3,-4,-2,-4,5,3,5,-4,5]"
12a_58,"[-1,2,2,-3,4,-1,4,-1,2,-3,-3,4]"
12a_59,"[1,-2,1,-2,3,3,2,2,-3,4,-3,-3,4,4]"
12a_60,"[-1,2,-1,2,3,3,4,-2,4,-2,-3,-3,4,-3]"
12a_61,"[1,-2,-2,3,1,3,1,3,-4,-2,3,-4]"
12a_62,"[-1,2,3,-4,-1,-4,5,3,5,2,-4,5,-3]"
12a_63,"[1,-2,1,-2,3,3,4,2,4,2,-3,-3,4,-3]"
12a_64,"[1,1,-2,-3,1,-3,4,2,4,5,2,3,5,-4,5]"
12a_65,"[1,2,2,3,-4,1,-4,1,-2,-4,-3,-3,-4,-4]"
12a_66,"[1,-2,-2,3,4,1,1,2,-3,2,-3,4,-3,-3]"
12a_67,"[-1,2,-1,2,3,3,4,-2,-2,-3,-3,-3,4,-3]"
12a_68,"[-1,2,-3,-1,2,-3,2,4,5,-3,-4,5,-4]"
12a_69,"[-1,2,-1,2,3,-4,3,-4,3,-2,-2,-3,-3,-3]"
12a_70,"[-1,2,-1,2,3,-4,-4,3,-4,-2,-2,-3,-3,-3]"
12a_71,"[-1,2,-3,-1,2,2,2,-3,2,4,-3,4]"
12a_72,"[-1,2,3,-4,-1,3,-4,2,5,2,3,-4,-2,-3,5]"
12a_73,"[-1,2,-1,2,3,-4,5,3,2,2,-3,4,-3,-4,5]"
12a_74,"[-1,2,3,-1,3,-4,-4,3,-2,-2,3,-4,-2,-3]"
12a_75,"[-1,2,-1,2,3,3,3,4,4,3,2,2,-3,4,-3,-4]"
12a_76,"[1,2,3,-4,-5,3,-4,-2,3,-4,5,4,4,3,2,1,-2]"
12a_77,"[1,-2,-2,1,1,-2,3,-4,-2,3,-4,3]"
12a_78,"[-1,-2,-2,1,-2,3,-2,-2,3,3,-2,-2,-1]"
12a_79,"[1,-2,-2,1,1,-2,3,-2,3,-4,3,-2,3,4]"
12a_80,"[1,2,2,1,1,-2,-3,4,2,-3,-3,-3,4,-3]"
12a_81,"[1,2,-3,4,4,5,5,-4,-3,4,-2,5,1,-2,-3]"
12a_82,"[-1,2,2,1,1,2,3,3,4,2,-3,2,4,4]"
12a_83,"[1,-2,3,4,1,4,5,3,5,-2,-4,5,3]"
12a_84,"[1,-2,-2,1,1,-2,3,-4,-2,-4,3,-4]"
12a_85,"[-1,-2,-2,-2,-2,1,-2,3,-2,-2,-1,3,3]"
12a_86,"[1,-2,-2,1,1,-2,3,-2,-3,-3,-4,3,-4,-3]"
12a_87,"[1,-2,-2,1,1,-2,3,-4,-2,3,-2,-4]"
12a_88,"[1,2,2,1,1,-2,-3,4,-3,2,-3,4,-3,4]"
12a_89,"[1,-2,-2,-3,4,-3,1,4,1,-2,-3,-3,-2,-4,3,-2]"
12a_90,"[1,-2,-2,-3,1,-3,4,1,2,-3,2,4,4,3]"
12a_91,"[1,2,2,1,1,-2,-3,4,-3,4,2,-3,4,4]"
12a_92,"[1,2,2,3,-4,1,-4,1,-2,-3,-3,-3,-3,-4]"
12a_93,"[1,1,1,2,2,3,1,3,1,1,-2,3,1]"
12a_94,"[1,2,2,3,1,3,1,3,-2,3,4,-3,4,3]"
12a_95,"[1,-2,3,4,-2,4,1,5,-2,5,3,-4,5]"
12a_96,"[1,2,2,3,4,-3,1,4,1,-2,3,3,3,3]"
12a_97,"[1,2,3,4,4,5,3,5,2,-4,5,-3,2,1,-2]"
12a_98,"[1,-2,-2,3,1,1,-2,3,-4,3,-4,3]"
12a_99,"[1,-2,-2,3,-4,1,1,-2,3,-4,-4,3]"
12a_100,"[-1,2,2,-3,-4,-5,-3,4,2,1,-5,2,-3,4,-3,2,-4]"
12a_101,"[1,2,2,1,1,-2,-3,4,-3,2,-3,-3,4,-3]"
12a_102,"[1,2,2,3,1,3,-4,1,3,-2,3,4,4,3]"
12a_103,"[-1,2,-3,4,-1,4,5,3,5,2,-3,-4,5,2,-3]"
12a_104,"[1,-2,-2,-3,4,-1,4,-1,-3,-2,-2,3,4,-2]"
12a_105,"[1,2,2,1,1,-2,-3,4,2,4,-3,4,4,4]"
12a_106,"[1,-2,1,2,3,3,2,2,-3,-4,5,3,5,-4,5]"
12a_107,"[1,2,2,3,-4,3,1,3,1,-2,3,4,4,3]"
12a_108,"[1,2,2,1,1,-2,-3,4,2,-3,-3,4,-3,4]"
12a_109,"[-1,-2,3,4,-2,4,-1,5,2,5,-3,-3,-3,-4,5]"
12a_110,"[1,-2,3,4,1,-2,1,4,5,3,5,-4,5]"
12a_111,"[1,2,2,1,1,-2,-3,4,2,-3,4,-3,4,4]"
12a_112,"[1,-2,-2,3,-4,1,1,-2,3,-4,-4,-4]"
12a_113,"[1,-2,-2,3,1,3,4,1,2,-3,2,4,-3,-2]"
12a_114,"[-1,2,3,4,-1,4,5,3,5,3,4,2,-3,-4,5]"
12a_115,"[1,2,2,1,1,-2,-3,4,-3,-3,2,-3,4,-3]"
12a_116,"[1,-2,-2,-3,1,1,2,3,-4,-2,-2,3,-2,-4]"
12a_117,"[1,-2,-3,1,2,2,-3,4,2,4,5,3,5,-4,5]"
12a_118,"[-1,2,-3,-4,-1,2,-4,5,5,-4,-3,4,5]"
12a_119,"[1,-2,-2,3,1,3,4,1,2,-3,-2,4,4,3]"
12a_120,"[1,2,2,1,1,-2,-3,4,-3,-3,4,2,-3,4]"
12a_121,"[-1,-2,3,-4,-2,-4,-1,5,2,5,3,-4,5]"
12a_122,"[1,-2,-2,3,-4,1,1,-2,-2,-2,3,-4]"
12a_123,"[-1,2,-3,-1,-3,2,-3,4,-3,-3,-3,4]"
12a_124,"[-1,2,-3,-1,-3,2,-3,4,5,-3,-4,5,-4]"
12a_125,"[-1,2,3,-1,3,4,-5,6,2,-3,-4,-4,-5,6]"
12a_126,"[-1,2,-3,-1,-3,4,2,4,-3,4,-3,4]"
12a_127,"[-1,2,3,-1,3,4,2,4,4,-5,-3,4,-5]"
12a_128,"[-1,2,3,-1,3,4,5,-6,2,-3,-4,5,4,-6]"
12a_129,"[-1,2,-3,-1,-3,4,2,4,4,-3,4,4]"
12a_130,"[1,-2,1,2,-3,-3,4,-5,2,2,-3,4,-5]"
12a_131,"[-1,2,-1,2,-3,4,-3,-3,4,-3,4,-2,-2,3]"
12a_132,"[-1,2,-1,2,-3,4,-3,4,-3,4,-2,4,-2,3]"
12a_133,"[-1,2,-3,-1,-3,4,2,-3,4,-3,-3,4]"
12a_134,"[-1,2,-1,2,-3,-3,-4,-2,-2,3,3,3,-4,3]"
12a_135,"[-1,2,-1,2,-3,-3,-2,-2,3,-4,-5,3,4,-5,4]"
12a_136,"[-1,2,-3,-1,2,-3,2,4,-3,-3,-3,4]"
12a_137,"[-1,2,-3,-1,2,-3,2,-3,-3,4,-3,4]"
12a_138,"[-1,2,-3,-1,2,-3,2,4,-3,4,4,4]"
12a_139,"[-1,2,-3,-1,2,-3,2,4,4,-3,4,-3]"
12a_140,"[-1,2,-3,-1,2,-3,2,4,5,-3,-4,5,4]"
12a_141,"[1,2,2,1,1,-2,-3,2,-3,-3,4,-3,4,-3]"
12a_142,"[1,2,2,1,1,-2,-3,4,2,4,4,-3,4,-3]"
12a_143,"[1,1,1,1,1,2,2,3,1,3,-2,3,1]"
12a_144,"[1,2,2,3,1,1,-2,3,3,3,4,-3,4,3]"
12a_145,"[1,2,2,3,1,1,-2,3,4,4,4,-3,4,3]"
12a_146,"[1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2]"
12a_147,"[-1,-2,-2,3,3,-2,-2,-2,-2,-2,-1,2,3]"
12a_148,"[-1,-1,-1,-2,-2,3,3,-2,-2,-2,-1,2,3]"
12a_149,"[1,2,2,1,1,-2,-3,2,-3,4,-3,4,4,-3]"
12a_150,"[1,-2,-2,3,1,1,-2,-3,-4,-3,-4,-3,-2,3,-2,4]"
12a_151,"[1,2,-3,4,4,5,5,-4,-3,4,2,5,1,-2,-3]"
12a_152,"[1,2,3,4,4,5,3,5,-4,5,3,2,1,-2,-3]"
12a_153,"[1,-2,-2,1,1,-2,-2,-2,-3,-4,2,3,-4,-3]"
12a_154,"[-1,-2,3,4,2,4,2,5,3,-1,5,2,-4,5,3]"
12a_155,"[-1,2,2,-3,4,-3,4,-5,-4,3,2,1,-4,5,2,-3,2]"
12a_156,"[1,1,2,-1,2,3,-2,-2,-4,3,2,5,4,4,3,5,5]"
12a_157,"[1,2,2,1,1,-2,-3,4,-3,4,2,-3,-3,-3]"
12a_158,"[1,2,2,1,1,-2,-3,4,2,4,4,4,-3,4]"
12a_159,"[1,2,-3,4,2,4,5,5,-4,-3,2,4,1,5,-2]"
12a_160,"[-1,-1,-1,-1,-1,-2,-2,3,3,-2,-1,2,3]"
12a_161,"[1,-2,-2,1,1,-2,-3,2,-3,-3,-4,3,-4,-3]"
12a_162,"[-1,2,2,3,-2,-1,3,4,2,4,5,3,5,-4,5]"
12a_163,"[1,2,-3,2,-3,1,-3,4,-2,4,5,3,5,-4,5]"
12a_164,"[1,2,2,1,1,-2,-3,4,2,4,-3,-3,-3,4]"
12a_165,"[1,-2,-3,4,1,4,5,5,-4,-3,4,-2,1,5,3]"
12a_166,"[1,2,2,1,1,-2,-3,-3,-3,4,2,4,-3,4]"
12a_167,"[-1,-1,2,3,-1,-1,-1,-2,-2,3,3,-2,-1]"
12a_168,"[-1,2,-1,-2,-3,4,4,-3,-3,-3,4,-2,-2,3]"
12a_169,"[-1,2,-1,-2,-3,-4,5,5,-4,-3,4,5,-2,-2,3]"
12a_170,"[-1,2,3,-1,3,4,2,-3,4,-5,4,-5,4]"
12a_171,"[-1,2,3,-1,3,4,-5,2,-3,4,-5,-5,4]"
12a_172,"[-1,2,-3,-1,-3,2,-3,-3,-3,4,-3,4]"
12a_173,"[-1,2,-3,-1,-3,2,-3,4,-3,4,4,4]"
12a_174,"[-1,2,-3,-1,-3,2,-3,4,4,-3,4,-3]"
12a_175,"[-1,2,-3,4,-1,4,3,-4,5,-4,2,-4,-3,-5,-5]"
12a_176,"[-1,2,-3,-1,-3,2,-3,4,5,-3,-4,5,4]"
12a_177,"[-1,2,-3,-1,-3,2,-3,4,-3,4,-5,-4,3,-4,5]"
12a_178,"[-1,2,3,-1,3,4,-5,2,-3,4,-5,-5,-5]"
12a_179,"[-1,2,-3,-1,-3,4,2,-3,4,4,4,4]"
12a_180,"[-1,2,-3,-1,-3,4,2,-3,4,5,-4,5,4]"
12a_181,"[-1,2,3,-1,-2,3,2,-4,5,-6,3,-4,5,-6]"
12a_182,"[-1,2,-1,2,-3,4,4,-3,-3,-3,4,-2,-2,3]"
12a_183,"[-1,2,3,-1,3,4,-5,2,-3,4,-5,-6,5,-6]"
12a_184,"[-1,2,-3,-1,2,2,-3,2,-3,4,-3,4]"
12a_185,"[-1,2,-3,-1,2,2,-3,4,2,-3,4,4]"
12a_186,"[-1,2,-1,2,-3,-3,-3,-3,-2,-2,3,-4,3,-4]"
12a_187,"[-1,2,3,-4,-1,3,-4,-2,3,-2,-4,-5,4,-3,-5]"
12a_188,"[-1,2,-1,2,-3,-3,-2,-2,3,-4,3,3,3,-4]"
12a_189,"[-1,2,-1,2,-3,-3,-2,-2,3,3,3,-4,3,-4]"
12a_190,"[-1,2,-1,2,-3,-3,-2,-2,3,-4,3,-4,-4,-4]"
12a_191,"[-1,2,-1,2,-3,-3,-2,-2,3,-4,-4,3,-4,3]"
12a_192,"[-1,2,-1,2,-3,-3,-2,-2,3,-4,-5,3,4,-5,-4]"
12a_193,"[-1,2,-3,4,-1,2,-3,-3,-3,-3,-3,4]"
12a_194,"[-1,2,3,-1,-2,3,2,-4,3,-4,-4,-5,4,-5,-4]"
12a_195,"[-1,2,3,-1,-2,3,2,-4,-4,-4,3,-4,-4,-4]"
12a_196,"[-1,2,-3,-4,5,-1,3,-4,2,-4,-4,5,-3]"
12a_197,"[-1,2,-3,4,-5,6,-1,2,-3,-5,6,-4,5,-4]"
12a_198,"[-1,2,-3,4,-1,2,4,-3,2,4,-5,4,-5,-3,-4]"
12a_199,"[-1,2,-1,2,-3,4,-3,2,2,3,4,4,-3,4,4,3]"
12a_200,"[-1,2,3,-1,3,-4,3,-2,-2,-2,3,-2,-4,-3]"
12a_201,"[-1,2,3,-1,3,4,-5,-4,3,-2,3,-2,-4,-3,-5]"
12a_202,"[-1,2,-1,2,3,3,-4,-2,3,-2,3,-2,-4,-3]"
12a_203,"[-1,2,-3,4,-1,-3,-3,-3,4,2,-3,2]"
12a_204,"[-1,2,-3,4,5,-1,-3,-4,5,-4,2,-3,2]"
12a_205,"[-1,2,-1,2,2,2,3,3,3,3,2,2,-3]"
12a_206,"[1,-2,1,2,3,3,3,-4,3,-4,3,2,2,-3]"
12a_207,"[-1,2,-3,-1,2,-3,-4,-3,2,2,2,-3,2,4]"
12a_208,"[-1,2,3,-4,-1,3,-4,-5,-4,3,-4,-2,5,3,2]"
12a_209,"[-1,2,-3,-1,2,-3,4,-3,2,-3,2,4]"
12a_210,"[-1,2,2,3,1,3,4,1,4,3,3,-4,-2,-2,-3,2]"
12a_211,"[-1,2,2,-1,-1,-1,2,-3,2,2,-1,3,3]"
12a_212,"[-1,2,-1,-2,3,3,4,-2,4,-2,3,3,-4,3]"
12a_213,"[-1,2,-3,4,-1,-3,4,2,-3,2,4,4]"
12a_214,"[-1,2,-3,4,-1,-3,-3,4,2,-3,2,4]"
12a_215,"[-1,2,-1,2,3,-4,3,-4,3,-2,-2,-2,-2,-3]"
12a_216,"[-1,2,-1,2,-3,4,2,2,2,2,-3,4]"
12a_217,"[-1,2,-1,2,-3,-4,-2,-4,3,3,-2,3,-4,3]"
12a_218,"[-1,2,-1,2,-3,-4,5,2,3,-2,3,2,-4,3,5]"
12a_219,"[-1,2,-1,2,3,-4,-4,3,-4,-2,-2,-2,-2,-3]"
12a_220,"[-1,2,-3,4,-1,-3,4,2,2,2,-3,2]"
12a_221,"[1,-2,3,4,-5,1,-3,4,-5,4,-2,3,-2]"
12a_222,"[-1,2,-3,4,-1,2,-3,2,-3,4,-3,2]"
12a_223,"[-1,2,-3,-4,-5,-1,-2,3,-4,3,-4,5,-4,3,-2,3,4]"
12a_224,"[-1,2,-3,4,-1,2,2,-3,4,2,-3,2]"
12a_225,"[-1,2,-1,2,-3,-4,-2,-4,3,-2,3,-4,-2,3]"
12a_226,"[-1,2,2,1,1,2,2,2,3,-4,-2,3,-4,3]"
12a_227,"[-1,2,-1,2,3,3,-4,3,-2,3,4,4,3,2]"
12a_228,"[-1,2,-3,4,-1,-3,2,-3,-3,4,-3,2]"
12a_229,"[-1,2,3,-4,-1,3,-4,-5,-4,3,-4,2,5,-3,2]"
12a_230,"[-1,2,-3,4,-5,-1,-3,4,-5,-4,2,-3,2,-4,-4]"
12a_231,"[-1,2,-1,2,2,2,3,4,4,3,2,2,-3,4,-3,-4]"
12a_232,"[-1,2,2,-3,4,1,4,1,-2,3,3,-2,-4,3,3,2]"
12a_233,"[1,-2,3,-4,1,-2,-2,3,-4,3,-2,3]"
12a_234,"[-1,-1,-1,2,2,-1,2,-3,2,2,-1,3,3]"
12a_235,"[-1,2,2,-3,-4,3,1,-4,-3,1,2,2,-3,2]"
12a_236,"[-1,2,2,3,3,2,-1,2,2,2,2,2,-3]"
12a_237,"[-1,2,2,3,1,3,1,3,4,-3,4,3,-2,-2,-3,2]"
12a_238,"[-1,2,2,1,1,2,-3,-4,2,3,3,3,-4,3]"
12a_239,"[-1,-2,3,4,4,5,5,4,-3,4,2,-5,-1,2,3]"
12a_240,"[-1,-1,-1,-2,-2,3,1,3,-2,3,-2,-2,-1]"
12a_241,"[-1,2,-1,-2,-3,-3,-3,4,4,-3,4,-2,-2,3]"
12a_242,"[1,-2,3,-4,-2,3,1,3,1,3,-2,-4]"
12a_243,"[-1,2,3,-4,5,-1,5,-4,3,-4,5,2,-3]"
12a_244,"[1,-2,-2,-3,-4,3,-4,-3,-2,-2,3,1,-4,3,1,-2]"
12a_245,"[1,-2,-3,-3,4,-3,2,-3,2,4,3,1,1,-2]"
12a_246,"[-1,2,-3,4,-1,2,4,-3,2,4,4,4]"
12a_247,"[1,-2,1,2,-3,4,-5,2,2,-3,4,-5,4]"
12a_248,"[-1,2,-3,4,-5,-1,-2,4,-5,-3,4,-3,-2,3,4]"
12a_249,"[-1,2,3,-4,-5,-1,-3,-3,-3,4,-5,-4,2,-3,2]"
12a_250,"[-1,2,-3,4,-1,2,4,2,2,-3,2,4]"
12a_251,"[-1,2,3,-4,5,-1,3,5,2,-4,5,-3,2]"
12a_252,"[-1,2,-1,2,3,3,3,3,2,2,2,2,-3]"
12a_253,"[-1,2,3,-1,3,3,4,-3,4,2,2,2,-3,2]"
12a_254,"[-1,2,-1,2,3,4,-3,4,3,2,2,2,2,-3]"
12a_255,"[-1,2,3,4,5,5,4,-5,4,3,-4,2,-1,2,-3]"
12a_256,"[-1,2,-1,2,-3,-4,5,2,3,3,-4,2,3,-4,5]"
12a_257,"[1,-2,3,4,-5,1,-3,4,-5,4,3,-2,3]"
12a_258,"[-1,2,-3,4,-1,2,-3,-3,-3,2,4,2]"
12a_259,"[1,-2,-3,4,-5,1,4,-5,4,-3,4,-2,3]"
12a_260,"[-1,2,-3,-1,-2,3,-4,3,-2,3,-4,3,3,2]"
12a_261,"[-1,2,-1,2,3,-4,3,-2,-4,3,3,-2,-4,-3]"
12a_262,"[-1,2,-1,2,3,3,-4,3,-2,3,3,-2,-4,-3]"
12a_263,"[-1,2,-3,4,-5,-1,2,3,3,3,4,-5,4]"
12a_264,"[-1,2,-3,4,-1,2,-3,2,4,-3,2,4]"
12a_265,"[-1,2,-3,4,-1,-3,2,-3,4,-3,2,4]"
12a_266,"[-1,2,-3,2,2,2,1,1,1,2,-3,2,-3]"
12a_267,"[1,-2,1,2,3,3,4,-2,4,4,3,-2,3,-2,-4,-3]"
12a_268,"[-1,-2,3,-2,3,-2,4,-3,-1,4,-1,2,4,3]"
12a_269,"[-1,2,-1,2,3,-4,3,3,3,2,-4,3,3,2,4,-3]"
12a_270,"[1,-2,1,2,3,-4,3,-4,5,4,-3,4,3,-5,2,2,-3]"
12a_271,"[-1,2,-3,-4,-1,-1,2,-3,2,-4,2,2,-3,4]"
12a_272,"[-1,2,-3,4,-5,-1,-3,4,-5,4,-3,-4,2,-3,4]"
12a_273,"[-1,2,2,-3,1,-3,4,1,2,-3,2,-3,-4,-4]"
12a_274,"[1,-2,-2,-2,-2,1,-2,3,-2,-2,1,-3,-3]"
12a_275,"[1,-2,-2,3,4,-1,4,-1,-2,-3,2,-3,4,-2,-3,-2]"
12a_276,"[1,2,2,2,2,3,1,3,1,1,-2,3,1]"
12a_277,"[1,-2,1,2,3,3,3,3,4,2,2,-3,4,4]"
12a_278,"[1,-2,-2,-2,-2,3,-4,1,1,-2,3,-4]"
12a_279,"[1,-2,-3,1,2,2,-3,-4,2,3,-4,-5,4,-5,-4]"
12a_280,"[1,-2,3,-2,3,-2,-4,3,1,1,-2,3,3,4]"
12a_281,"[1,-2,3,3,4,-2,3,1,4,1,-2,3,3,-4]"
12a_282,"[-1,2,-3,4,-1,-3,4,-3,4,2,4,-3]"
12a_283,"[-1,2,-3,4,-1,-3,-3,4,-3,4,2,-3]"
12a_284,"[-1,2,-3,-1,2,-3,2,4,2,2,-3,4]"
12a_285,"[-1,2,-3,4,-1,-3,4,2,-3,2,-3,-3]"
12a_286,"[-1,2,-3,-4,5,-1,2,-3,4,2,3,3,-4,-4,5]"
12a_287,"[-1,2,-1,2,-3,-3,-3,-4,-2,3,-2,-4,3,3]"
12a_288,"[-1,2,-3,-1,2,-3,-4,-3,2,-3,2,-3,-3,4]"
12a_289,"[-1,2,-1,2,3,3,4,2,2,-3,2,2,3,-4,3,-4]"
12a_290,"[-1,2,2,3,-1,3,-1,2,-1,2,2,2,-3]"
12a_291,"[-1,2,2,3,4,-3,1,4,3,1,-2,-2,-3,-3,-3,2]"
12a_292,"[-1,-2,-2,3,3,-2,-2,3,4,-1,-1,2,-3,4]"
12a_293,"[-1,2,2,3,1,3,-4,1,2,2,2,3,-2,3,4,4]"
12a_294,"[-1,-2,-2,3,3,-2,-2,1,-2,3,-2,-2,-1]"
12a_295,"[-1,2,2,1,1,2,-3,4,2,4,3,3,3,4]"
12a_296,"[1,-2,-3,4,-5,1,-2,3,4,-2,3,3,4,4,-5]"
12a_297,"[1,-2,-2,-2,1,-2,3,-2,-2,-3,-3,-2,1]"
12a_298,"[1,-2,3,-4,-2,3,-4,1,1,-2,-2,-2]"
12a_299,"[1,-2,3,-4,1,1,-2,3,3,3,-4,3]"
12a_300,"[-1,2,3,-4,5,-1,3,5,-2,-4,5,3,2]"
12a_301,"[-1,2,-3,-4,2,-3,-1,-3,-4,2,5,3,5,-4,5]"
12a_302,"[1,-2,-2,-1,-1,-2,-3,4,4,-3,-2,3,4,-2]"
12a_303,"[-1,2,-3,-4,5,-1,5,-4,-3,4,5,2,-3]"
12a_304,"[-1,2,-3,4,-1,-3,-3,-3,4,-3,2,-3]"
12a_305,"[-1,2,-3,4,-1,4,-3,4,2,4,4,-3]"
12a_306,"[-1,2,-3,4,5,-1,-3,-4,5,-4,-3,2,-3]"
12a_307,"[1,-2,1,2,-3,4,-5,-3,4,2,-5,2,-3]"
12a_308,"[-1,2,-3,-4,-1,3,-4,2,-5,-3,2,4,-3,4,5]"
12a_309,"[-1,2,-3,-4,5,-1,2,-3,-4,2,-4,3,3,4,5]"
12a_310,"[-1,2,-3,4,-1,2,4,-3,2,-3,-3,4]"
12a_311,"[-1,2,-1,2,3,4,4,3,2,2,2,2,-3,4,-3,-4]"
12a_312,"[1,1,2,-1,2,3,-2,3,2,-4,3,-2,3,4,-5,4,-5]"
12a_313,"[-1,2,2,3,-4,1,-4,1,3,2,2,-3,4,-3,2,-4]"
12a_314,"[1,-2,3,4,1,-2,4,5,3,5,3,4,-3,4,-5]"
12a_315,"[-1,2,3,-4,-1,3,-2,3,3,4,4,4,3,2]"
12a_316,"[-1,2,-3,4,-1,2,4,-3,2,-3,4,-3]"
12a_317,"[1,-2,-3,-3,-4,-2,3,1,1,-2,-2,-3,4,-3,4,-2]"
12a_318,"[-1,2,-3,4,-1,4,-3,2,-3,-3,4,-3]"
12a_319,"[-1,2,2,3,1,3,1,2,-3,4,2,2,2,-3,4,3]"
12a_320,"[1,1,2,-1,2,3,-2,-4,-3,2,5,4,3,3,3,4,5]"
12a_321,"[-1,2,-3,2,2,1,1,1,2,2,2,-3,2]"
12a_322,"[1,-2,1,2,3,3,4,4,4,3,-2,3,3,-2,-4,-3]"
12a_323,"[1,-2,-3,1,1,2,-3,-3,-4,2,-4,2,3,-4]"
12a_324,"[1,-2,-2,3,4,-2,-2,-3,1,4,1,-2,-3,-3]"
12a_325,"[1,-2,-3,-3,4,-2,-3,1,4,1,-2,-2,3,-2]"
